"psraid","sample","month","lang","cregion","state","form","sex","q1","q3","eminuse","intfreq","bbhome3","device1a","smart1","cable1","web1a","q5","date3","date4","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","game4","stud","smjob1","snsjob2a","snsjob2b","auto3","marital","hh1","par","educ2","disa","party","ideo","hisp","race","weight","age","empl"
"103616","1","July","English","2","39","2","Male","2","2","1","5","2","1","2","2","1","2","2","1","2","9","9","9","9","9","9","1","1","2","3","2","2","2","2","1","2","2","2","2","1","1","2","1",2.67741935483871,58,"Employed"
"103616","1","July","English","2","39","2","Male","2","2","1","5","2","1","2","2","1","2","2","1","2","9","9","9","9","9","9","1","1","2","3","2","2","2","2","1","2","2","2","2","1","1","2","1",2.67741935483871,58,"Employed"
"103617","1","July","English","1","23","2","Male","1","2","1","2","1","1","1","1","1","2","1","1","2","9","1","9","1","9","3","1","9","2","3","2","2","2","1","1","3","1","3","2","2","3","2","4",1.70967741935484,55,"Employed"
"103617","1","July","English","1","23","2","Male","1","2","1","2","1","1","1","1","1","2","1","1","2","9","1","9","1","9","3","1","9","2","3","2","2","2","1","1","3","1","3","2","2","3","2","4",1.70967741935484,55,"Employed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103622","1","July","English","2","39","1","Female","4","4","2","6","1","1","2","1","2","2","2","1","2","2","3","2","2","9","2","1","2","2","3","2","2","2","2","2","2","2","1","1","9","1","2","1",7.16129032258065,58,"Unemployed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103628","1","July","English","1","42","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","2","2","6","4","2","1","2","2","3","2","1",7.16129032258065,22,"Employed"
"103630","1","July","English","1","23","2","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","2","2","3","2","3","2","1","2","2","3","1","2","2","2","6","2","1","1","2","2","3","2","1",3.16129032258065,32,"Employed"
"103630","1","July","English","1","23","2","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","2","2","3","2","3","2","1","2","2","3","1","2","2","2","6","2","1","1","2","2","3","2","1",3.16129032258065,32,"Employed"
"103630","1","July","English","1","23","2","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","2","2","3","2","3","2","1","2","2","3","1","2","2","2","6","2","1","1","2","2","3","2","1",3.16129032258065,32,"Employed"
"103658","1","July","English","2","20","2","Female","2","4","1","1","1","1","2","1","1","2","1","1","1","1","3","2","2","2","2","2","2","2","3","2","2","2","4","1","2","1","3","1","2","3","2","1",4.51612903225806,37,"Employed"
"103658","1","July","English","2","20","2","Female","2","4","1","1","1","1","2","1","1","2","1","1","1","1","3","2","2","2","2","2","2","2","3","2","2","2","4","1","2","1","3","1","2","3","2","1",4.51612903225806,37,"Employed"
"103658","1","July","English","2","20","2","Female","2","4","1","1","1","1","2","1","1","2","1","1","1","1","3","2","2","2","2","2","2","2","3","2","2","2","4","1","2","1","3","1","2","3","2","1",4.51612903225806,37,"Employed"
"103658","1","July","English","2","20","2","Female","2","4","1","1","1","1","2","1","1","2","1","1","1","1","3","2","2","2","2","2","2","2","3","2","2","2","4","1","2","1","3","1","2","3","2","1",4.51612903225806,37,"Employed"
"103658","1","July","English","2","20","2","Female","2","4","1","1","1","1","2","1","1","2","1","1","1","1","3","2","2","2","2","2","2","2","3","2","2","2","4","1","2","1","3","1","2","3","2","1",4.51612903225806,37,"Employed"
"103705","1","July","English","2","29","1","Male","1","2","1","2","1","1","2","2","1","1","1","1","1","2","1","2","3","9","2","1","2","2","3","2","2","2","3","1","2","1","2","2","1","1","2","1",1.16129032258065,32,"Employed"
"103723","1","July","English","1","42","2","Female","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","3","9","3","3","2","2","2","3","2","2","2","2","1","2","2","1","2","1","1","2","1",3.03225806451613,65,"Employed"
"103723","1","July","English","1","42","2","Female","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","3","9","3","3","2","2","2","3","2","2","2","2","1","2","2","1","2","1","1","2","1",3.03225806451613,65,"Employed"
"103723","1","July","English","1","42","2","Female","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","3","9","3","3","2","2","2","3","2","2","2","2","1","2","2","1","2","1","1","2","1",3.03225806451613,65,"Employed"
"103724","1","July","English","3","12","1","Female","2","2","1","2","1","1","1","1","1","1","2","2","1","9","1","9","9","9","9","9","9","2","3","2","2","2","3","1","3","2","3","2","2","3","2","1",1.87096774193548,64,"Employed"
"103724","1","July","English","3","12","1","Female","2","2","1","2","1","1","1","1","1","1","2","2","1","9","1","9","9","9","9","9","9","2","3","2","2","2","3","1","3","2","3","2","2","3","2","1",1.87096774193548,64,"Employed"
"103758","1","July","English","3","28","1","Female","2","2","1","2","1","1","1","1","1","1","2","9","1","2","3","2","2","2","9","9","9","2","3","2","2","2","2","1","2","2","3","2","2","3","2","2",1.35483870967742,68,"Employed"
"103767","1","July","English","2","26","1","Male","2","2","2","6","1","1","2","1","2","2","2","1","2","9","1","2","2","1","2","1","2","2","3","2","2","2","2","2","1","2","1","2","2","1","2","1",3.80645161290323,56,"Employed"
"103767","1","July","English","2","26","1","Male","2","2","2","6","1","1","2","1","2","2","2","1","2","9","1","2","2","1","2","1","2","2","3","2","2","2","2","2","1","2","1","2","2","1","2","1",3.80645161290323,56,"Employed"
"103767","1","July","English","2","26","1","Male","2","2","2","6","1","1","2","1","2","2","2","1","2","9","1","2","2","1","2","1","2","2","3","2","2","2","2","2","1","2","1","2","2","1","2","1",3.80645161290323,56,"Employed"
"103767","1","July","English","2","26","1","Male","2","2","2","6","1","1","2","1","2","2","2","1","2","9","1","2","2","1","2","1","2","2","3","2","2","2","2","2","1","2","1","2","2","1","2","1",3.80645161290323,56,"Employed"
"103807","1","July","English","3","21","1","Male","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","3","2","2","2","2","2","1","2","1","2","2","3","2","1",1.51612903225806,62,"Employed"
"103807","1","July","English","3","21","1","Male","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","3","2","2","2","2","2","1","2","1","2","2","3","2","1",1.51612903225806,62,"Employed"
"103864","1","July","English","4"," 6","2","Female","3","1","1","2","1","1","1","1","1","1","2","1","2","2","2","9","9","9","2","1","1","2","3","1","2","2","4","2","2","1","2","1","2","3","2","1",1.80645161290323,51,"Employed"
"103864","1","July","English","4"," 6","2","Female","3","1","1","2","1","1","1","1","1","1","2","1","2","2","2","9","9","9","2","1","1","2","3","1","2","2","4","2","2","1","2","1","2","3","2","1",1.80645161290323,51,"Employed"
"103886","1","July","English","2","39","2","Female","2","2","2","6","1","1","2","1","2","2","2","1","1","2","2","9","3","9","2","2","1","2","3","2","2","2","3","1","2","2","1","1","9","9","2","1",2.64516129032258,60,"Unemployed"
"103886","1","July","English","2","39","2","Female","2","2","2","6","1","1","2","1","2","2","2","1","1","2","2","9","3","9","2","2","1","2","3","2","2","2","3","1","2","2","1","1","9","9","2","1",2.64516129032258,60,"Unemployed"
"103886","1","July","English","2","39","2","Female","2","2","2","6","1","1","2","1","2","2","2","1","1","2","2","9","3","9","2","2","1","2","3","2","2","2","3","1","2","2","1","1","9","9","2","1",2.64516129032258,60,"Unemployed"
"200004","2","June","English","3","51","1","Male","1","2","2","6","1","1","9","1","2","2","2","9","2","9","9","9","9","9","9","9","9","2","3","9","2","2","4","1","2","2","1","2","9","1","2","1",3.19354838709677,40,"Employed"
"200004","2","June","English","3","51","1","Male","1","2","2","6","1","1","9","1","2","2","2","9","2","9","9","9","9","9","9","9","9","2","3","9","2","2","4","1","2","2","1","2","9","1","2","1",3.19354838709677,40,"Employed"
"200004","2","June","English","3","51","1","Male","1","2","2","6","1","1","9","1","2","2","2","9","2","9","9","9","9","9","9","9","9","2","3","9","2","2","4","1","2","2","1","2","9","1","2","1",3.19354838709677,40,"Employed"
"200005","2","June","English","1","36","2","Male","1","3","1","1","1","1","1","1","1","1","1","1","1","2","3","2","2","3","3","1","2","2","3","1","2","2","2","6","3","2","1","2","2","2","2","2",4.06451612903226,26,"Employed"
"200005","2","June","English","1","36","2","Male","1","3","1","1","1","1","1","1","1","1","1","1","1","2","3","2","2","3","3","1","2","2","3","1","2","2","2","6","3","2","1","2","2","2","2","2",4.06451612903226,26,"Employed"
"200005","2","June","English","1","36","2","Male","1","3","1","1","1","1","1","1","1","1","1","1","1","2","3","2","2","3","3","1","2","2","3","1","2","2","2","6","3","2","1","2","2","2","2","2",4.06451612903226,26,"Employed"
"200005","2","June","English","1","36","2","Male","1","3","1","1","1","1","1","1","1","1","1","1","1","2","3","2","2","3","3","1","2","2","3","1","2","2","2","6","3","2","1","2","2","2","2","2",4.06451612903226,26,"Employed"
"200019","2","June","English","2","26","1","Male","1","2","1","2","2","1","1","1","1","1","1","1","1","1","3","1","1","3","1","1","2","2","3","2","2","2","3","1","2","2","1","2","2","3","2","1",1.7741935483871,56,"Employed"
"200019","2","June","English","2","26","1","Male","1","2","1","2","2","1","1","1","1","1","1","1","1","1","3","1","1","3","1","1","2","2","3","2","2","2","3","1","2","2","1","2","2","3","2","1",1.7741935483871,56,"Employed"
"200027","2","June","English","3","45","2","Male","1","2","1","1","1","1","1","1","1","2","2","1","2","2","9","9","9","9","3","1","2","2","2","2","2","2","3","1","3","2","2","2","1","1","2","1",5.67741935483871,38,"Employed"
"200027","2","June","English","3","45","2","Male","1","2","1","1","1","1","1","1","1","2","2","1","2","2","9","9","9","9","3","1","2","2","2","2","2","2","3","1","3","2","2","2","1","1","2","1",5.67741935483871,38,"Employed"
"200027","2","June","English","3","45","2","Male","1","2","1","1","1","1","1","1","1","2","2","1","2","2","9","9","9","9","3","1","2","2","2","2","2","2","3","1","3","2","2","2","1","1","2","1",5.67741935483871,38,"Employed"
"200027","2","June","English","3","45","2","Male","1","2","1","1","1","1","1","1","1","2","2","1","2","2","9","9","9","9","3","1","2","2","2","2","2","2","3","1","3","2","2","2","1","1","2","1",5.67741935483871,38,"Employed"
"200027","2","June","English","3","45","2","Male","1","2","1","1","1","1","1","1","1","2","2","1","2","2","9","9","9","9","3","1","2","2","2","2","2","2","3","1","3","2","2","2","1","1","2","1",5.67741935483871,38,"Employed"
"200027","2","June","English","3","45","2","Male","1","2","1","1","1","1","1","1","1","2","2","1","2","2","9","9","9","9","3","1","2","2","2","2","2","2","3","1","3","2","2","2","1","1","2","1",5.67741935483871,38,"Employed"
"200030","2","June","English","1","36","1","Female","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","2","9","3","1","2","2","3","1","1","2","3","6","1","2","3","2","2","3","2","1",4.54838709677419,32,"Employed"
"200030","2","June","English","1","36","1","Female","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","2","9","3","1","2","2","3","1","1","2","3","6","1","2","3","2","2","3","2","1",4.54838709677419,32,"Employed"
"200030","2","June","English","1","36","1","Female","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","2","9","3","1","2","2","3","1","1","2","3","6","1","2","3","2","2","3","2","1",4.54838709677419,32,"Employed"
"200030","2","June","English","1","36","1","Female","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","2","9","3","1","2","2","3","1","1","2","3","6","1","2","3","2","2","3","2","1",4.54838709677419,32,"Employed"
"200030","2","June","English","1","36","1","Female","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","2","9","3","1","2","2","3","1","1","2","3","6","1","2","3","2","2","3","2","1",4.54838709677419,32,"Employed"
"200031","2","June","English","2","17","2","Female","3","3","1","5","1","1","1","1","1","1","1","1","1","2","2","9","2","2","2","1","1","2","3","1","1","2","1","2","1","2","1","1","9","3","2","2",6.03225806451613,49,"Unemployed"
"200031","2","June","English","2","17","2","Female","3","3","1","5","1","1","1","1","1","1","1","1","1","2","2","9","2","2","2","1","1","2","3","1","1","2","1","2","1","2","1","1","9","3","2","2",6.03225806451613,49,"Unemployed"
"200031","2","June","English","2","17","2","Female","3","3","1","5","1","1","1","1","1","1","1","1","1","2","2","9","2","2","2","1","1","2","3","1","1","2","1","2","1","2","1","1","9","3","2","2",6.03225806451613,49,"Unemployed"
"200031","2","June","English","2","17","2","Female","3","3","1","5","1","1","1","1","1","1","1","1","1","2","2","9","2","2","2","1","1","2","3","1","1","2","1","2","1","2","1","1","9","3","2","2",6.03225806451613,49,"Unemployed"
"200031","2","June","English","2","17","2","Female","3","3","1","5","1","1","1","1","1","1","1","1","1","2","2","9","2","2","2","1","1","2","3","1","1","2","1","2","1","2","1","1","9","3","2","2",6.03225806451613,49,"Unemployed"
"200031","2","June","English","2","17","2","Female","3","3","1","5","1","1","1","1","1","1","1","1","1","2","2","9","2","2","2","1","1","2","3","1","1","2","1","2","1","2","1","1","9","3","2","2",6.03225806451613,49,"Unemployed"
"200036","2","June","English","1","36","2","Female","2","3","1","4","1","1","1","1","1","1","2","2","1","2","9","3","2","3","3","1","1","2","3","2","2","2","9","1","3","2","2","1","2","3","1","2",2.38709677419355,54,"Unemployed"
"200036","2","June","English","1","36","2","Female","2","3","1","4","1","1","1","1","1","1","2","2","1","2","9","3","2","3","3","1","1","2","3","2","2","2","9","1","3","2","2","1","2","3","1","2",2.38709677419355,54,"Unemployed"
"200037","2","June","English","1","36","2","Male","2","3","1","1","1","1","1","2","1","1","1","1","1","2","3","9","9","9","3","2","2","1","3","1","1","2","2","6","1","2","2","2","9","9","2","9",3.38709677419355,30,"Employed"
"200037","2","June","English","1","36","2","Male","2","3","1","1","1","1","1","2","1","1","1","1","1","2","3","9","9","9","3","2","2","1","3","1","1","2","2","6","1","2","2","2","9","9","2","9",3.38709677419355,30,"Employed"
"200037","2","June","English","1","36","2","Male","2","3","1","1","1","1","1","2","1","1","1","1","1","2","3","9","9","9","3","2","2","1","3","1","1","2","2","6","1","2","2","2","9","9","2","9",3.38709677419355,30,"Employed"
"200047","2","June","English","2","19","2","Female","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","1","1","2","2","3","2","2","2","1","1","3","1","2","2","9","9","2","1",2.51612903225806,49,"Employed"
"200047","2","June","English","2","19","2","Female","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","1","1","2","2","3","2","2","2","1","1","3","1","2","2","9","9","2","1",2.51612903225806,49,"Employed"
"200047","2","June","English","2","19","2","Female","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","9","1","1","2","2","3","2","2","2","1","1","3","1","2","2","9","9","2","1",2.51612903225806,49,"Employed"
"200066","2","June","English","3","48","1","Male","1","3","1","1","1","1","1","1","1","1","2","2","1","2","3","3","2","3","3","2","2","2","3","1","2","2","2","1","4","2","1","2","1","1","2","1",6.09677419354839,45,"Unemployed"
"200066","2","June","English","3","48","1","Male","1","3","1","1","1","1","1","1","1","1","2","2","1","2","3","3","2","3","3","2","2","2","3","1","2","2","2","1","4","2","1","2","1","1","2","1",6.09677419354839,45,"Unemployed"
"200066","2","June","English","3","48","1","Male","1","3","1","1","1","1","1","1","1","1","2","2","1","2","3","3","2","3","3","2","2","2","3","1","2","2","2","1","4","2","1","2","1","1","2","1",6.09677419354839,45,"Unemployed"
"200066","2","June","English","3","48","1","Male","1","3","1","1","1","1","1","1","1","1","2","2","1","2","3","3","2","3","3","2","2","2","3","1","2","2","2","1","4","2","1","2","1","1","2","1",6.09677419354839,45,"Unemployed"
"200066","2","June","English","3","48","1","Male","1","3","1","1","1","1","1","1","1","1","2","2","1","2","3","3","2","3","3","2","2","2","3","1","2","2","2","1","4","2","1","2","1","1","2","1",6.09677419354839,45,"Unemployed"
"200066","2","June","English","3","48","1","Male","1","3","1","1","1","1","1","1","1","1","2","2","1","2","3","3","2","3","3","2","2","2","3","1","2","2","2","1","4","2","1","2","1","1","2","1",6.09677419354839,45,"Unemployed"
"200070","2","June","English","3","40","2","Male","3","4","1","3","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","1","2","3","1","2","2","3","1","2","1","2","2","9","1","2","1",3.93548387096774,30,"Employed"
"200070","2","June","English","3","40","2","Male","3","4","1","3","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","1","2","3","1","2","2","3","1","2","1","2","2","9","1","2","1",3.93548387096774,30,"Employed"
"200070","2","June","English","3","40","2","Male","3","4","1","3","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","1","2","3","1","2","2","3","1","2","1","2","2","9","1","2","1",3.93548387096774,30,"Employed"
"200070","2","June","English","3","40","2","Male","3","4","1","3","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","1","2","3","1","2","2","3","1","2","1","2","2","9","1","2","1",3.93548387096774,30,"Employed"
"200073","2","June","Spanish","3","40","2","Male","2","3","2","6","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","1","1","2","3","2","2","2","2","1","1","1","1","2","9","9","1","1",2.96774193548387,47,"Employed"
"200073","2","June","Spanish","3","40","2","Male","2","3","2","6","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","1","1","2","3","2","2","2","2","1","1","1","1","2","9","9","1","1",2.96774193548387,47,"Employed"
"200073","2","June","Spanish","3","40","2","Male","2","3","2","6","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","1","1","2","3","2","2","2","2","1","1","1","1","2","9","9","1","1",2.96774193548387,47,"Employed"
"200074","2","June","English","3","48","1","Male","3","4","1","5","1","1","1","1","1","1","1","1","2","9","9","9","9","9","9","1","1","2","3","2","2","2","2","2","2","2","2","1","9","9","2","2",2.29032258064516,52,"Employed"
"200074","2","June","English","3","48","1","Male","3","4","1","5","1","1","1","1","1","1","1","1","2","9","9","9","9","9","9","1","1","2","3","2","2","2","2","2","2","2","2","1","9","9","2","2",2.29032258064516,52,"Employed"
"200078","2","June","English","3","48","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","9","1","2","2","3","2","2","2","1","6","5","2","1","2","2","3","1","1",4.48387096774194,26,"Employed"
"200078","2","June","English","3","48","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","9","1","2","2","3","2","2","2","1","6","5","2","1","2","2","3","1","1",4.48387096774194,26,"Employed"
"200078","2","June","English","3","48","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","9","1","2","2","3","2","2","2","1","6","5","2","1","2","2","3","1","1",4.48387096774194,26,"Employed"
"200078","2","June","English","3","48","1","Female","1","2","1","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","9","1","2","2","3","2","2","2","1","6","5","2","1","2","2","3","1","1",4.48387096774194,26,"Employed"
"200080","2","June","English","2","18","1","Male","2","3","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","3","2","2","2","3","1","2","2","2","1","2","1","1","2","1","9","2","1",4.32258064516129,39,"Employed"
"200080","2","June","English","2","18","1","Male","2","3","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","3","2","2","2","3","1","2","2","2","1","2","1","1","2","1","9","2","1",4.32258064516129,39,"Employed"
"200080","2","June","English","2","18","1","Male","2","3","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","3","2","2","2","3","1","2","2","2","1","2","1","1","2","1","9","2","1",4.32258064516129,39,"Employed"
"200080","2","June","English","2","18","1","Male","2","3","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","3","2","2","2","3","1","2","2","2","1","2","1","1","2","1","9","2","1",4.32258064516129,39,"Employed"
"200083","2","June","Spanish","3","12","1","Male","2","2","1","5","1","1","1","2","1","2","2","1","1","2","2","3","2","2","2","1","1","2","3","2","2","2","1","6","1","1","1","2","9","3","1","1",4.32258064516129,50,"Employed"
"200083","2","June","Spanish","3","12","1","Male","2","2","1","5","1","1","1","2","1","2","2","1","1","2","2","3","2","2","2","1","1","2","3","2","2","2","1","6","1","1","1","2","9","3","1","1",4.32258064516129,50,"Employed"
"200083","2","June","Spanish","3","12","1","Male","2","2","1","5","1","1","1","2","1","2","2","1","1","2","2","3","2","2","2","1","1","2","3","2","2","2","1","6","1","1","1","2","9","3","1","1",4.32258064516129,50,"Employed"
"200083","2","June","Spanish","3","12","1","Male","2","2","1","5","1","1","1","2","1","2","2","1","1","2","2","3","2","2","2","1","1","2","3","2","2","2","1","6","1","1","1","2","9","3","1","1",4.32258064516129,50,"Employed"
"200086","2","July","Spanish","3","51","1","Male","2","2","2","6","1","1","2","2","2","2","2","9","2","9","1","3","3","9","9","1","2","2","3","2","2","2","9","2","1","2","1","2","9","3","1","2",2.58064516129032,65,"Employed"
"200086","2","July","Spanish","3","51","1","Male","2","2","2","6","1","1","2","2","2","2","2","9","2","9","1","3","3","9","9","1","2","2","3","2","2","2","9","2","1","2","1","2","9","3","1","2",2.58064516129032,65,"Employed"
"200086","2","July","Spanish","3","51","1","Male","2","2","2","6","1","1","2","2","2","2","2","9","2","9","1","3","3","9","9","1","2","2","3","2","2","2","9","2","1","2","1","2","9","3","1","2",2.58064516129032,65,"Employed"
"200088","2","June","English","3","51","2","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","2","2","1","2","9","2","1","1","2","3","2","2","2","2","2","1","1","1","2","9","3","2","1",2.38709677419355,28,"Employed"
"200088","2","June","English","3","51","2","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","2","2","1","2","9","2","1","1","2","3","2","2","2","2","2","1","1","1","2","9","3","2","1",2.38709677419355,28,"Employed"
"200102","2","June","English","2","17","1","Male","2","2","1","2","1","1","1","2","1","1","1","1","1","1","3","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","2","1",1.70967741935484,40,"Employed"
"200102","2","June","English","2","17","1","Male","2","2","1","2","1","1","1","2","1","1","1","1","1","1","3","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","2","1",1.70967741935484,40,"Employed"
"200104","2","June","English","2","17","2","Male","1","2","1","2","1","1","1","1","1","1","1","1","1","2","3","2","2","2","9","1","2","2","3","1","2","2","3","2","1","1","3","2","1","2","2","1",2.93548387096774,47,"Employed"
"200104","2","June","English","2","17","2","Male","1","2","1","2","1","1","1","1","1","1","1","1","1","2","3","2","2","2","9","1","2","2","3","1","2","2","3","2","1","1","3","2","1","2","2","1",2.93548387096774,47,"Employed"
"200104","2","June","English","2","17","2","Male","1","2","1","2","1","1","1","1","1","1","1","1","1","2","3","2","2","2","9","1","2","2","3","1","2","2","3","2","1","1","3","2","1","2","2","1",2.93548387096774,47,"Employed"
"200106","2","June","English","3","48","2","Male","1","3","1","1","2","1","1","2","1","1","2","1","2","2","1","9","9","9","9","1","2","2","3","2","2","2","1","1","4","1","2","2","1","1","2","1",1.48387096774194,55,"Employed"
"200107","2","June","English","3"," 5","1","Male","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","9","1","1","1","1","1","2","3","1","1","2","2","6","2","2","1","2","2","1","2","2",5.35483870967742,38,"Employed"
"200107","2","June","English","3"," 5","1","Male","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","9","1","1","1","1","1","2","3","1","1","2","2","6","2","2","1","2","2","1","2","2",5.35483870967742,38,"Employed"
"200107","2","June","English","3"," 5","1","Male","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","9","1","1","1","1","1","2","3","1","1","2","2","6","2","2","1","2","2","1","2","2",5.35483870967742,38,"Employed"
"200107","2","June","English","3"," 5","1","Male","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","9","1","1","1","1","1","2","3","1","1","2","2","6","2","2","1","2","2","1","2","2",5.35483870967742,38,"Employed"
"200107","2","June","English","3"," 5","1","Male","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","9","1","1","1","1","1","2","3","1","1","2","2","6","2","2","1","2","2","1","2","2",5.35483870967742,38,"Employed"
"200117","2","June","English","2","39","1","Male","2","4","1","5","1","1","2","1","2","2","2","1","2","2","3","9","2","9","9","2","2","2","1","2","2","2","2","1","2","2","1","2","2","3","2","1",2.61290322580645,52,"Employed"
"200117","2","June","English","2","39","1","Male","2","4","1","5","1","1","2","1","2","2","2","1","2","2","3","9","2","9","9","2","2","2","1","2","2","2","2","1","2","2","1","2","2","3","2","1",2.61290322580645,52,"Employed"
"200117","2","June","English","2","39","1","Male","2","4","1","5","1","1","2","1","2","2","2","1","2","2","3","9","2","9","9","2","2","2","1","2","2","2","2","1","2","2","1","2","2","3","2","1",2.61290322580645,52,"Employed"
"200120","2","June","English","3","51","1","Female","2","3","1","1","2","1","1","1","1","1","2","2","1","2","3","3","2","2","1","2","2","2","3","1","2","2","2","6","2","2","1","2","1","1","2","2",4.09677419354839,22,"Unemployed"
"200120","2","June","English","3","51","1","Female","2","3","1","1","2","1","1","1","1","1","2","2","1","2","3","3","2","2","1","2","2","2","3","1","2","2","2","6","2","2","1","2","1","1","2","2",4.09677419354839,22,"Unemployed"
"200120","2","June","English","3","51","1","Female","2","3","1","1","2","1","1","1","1","1","2","2","1","2","3","3","2","2","1","2","2","2","3","1","2","2","2","6","2","2","1","2","1","1","2","2",4.09677419354839,22,"Unemployed"
"200120","2","June","English","3","51","1","Female","2","3","1","1","2","1","1","1","1","1","2","2","1","2","3","3","2","2","1","2","2","2","3","1","2","2","2","6","2","2","1","2","1","1","2","2",4.09677419354839,22,"Unemployed"
