"psraid","sample","month","lang","cregion","state","form","sex","q1","q3","eminuse","intfreq","bbhome3","device1a","smart1","cable1","web1a","q5","date3","date4","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","game4","stud","smjob1","snsjob2a","snsjob2b","auto3","marital","hh1","par","educ2","disa","party","ideo","hisp","race","age","empl","salary"
"202643","2","June","English","4"," 6","2","Female","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","3","1","2","2","3","6","2","2","3","2","2","3","2","4",33,"Employed",7
"202643","2","June","English","4"," 6","2","Female","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","3","1","2","2","3","6","2","2","3","2","2","3","2","4",33,"Employed",7
"202643","2","June","English","4"," 6","2","Female","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","3","1","2","2","3","6","2","2","3","2","2","3","2","4",33,"Employed",7
"202643","2","June","English","4"," 6","2","Female","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","3","1","2","2","3","6","2","2","3","2","2","3","2","4",33,"Employed",7
"202643","2","June","English","4"," 6","2","Female","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","3","1","2","2","3","6","2","2","3","2","2","3","2","4",33,"Employed",7
"202648","2","June","English","4"," 6","1","Female","3","4","1","2","2","1","1","1","1","1","2","1","2","2","2","2","9","2","2","1","1","2","3","1","2","2","1","6","3","2","2","2","2","2","1","1",24,"Employed",2
"202648","2","June","English","4"," 6","1","Female","3","4","1","2","2","1","1","1","1","1","2","1","2","2","2","2","9","2","2","1","1","2","3","1","2","2","1","6","3","2","2","2","2","2","1","1",24,"Employed",2
"202648","2","June","English","4"," 6","1","Female","3","4","1","2","2","1","1","1","1","1","2","1","2","2","2","2","9","2","2","1","1","2","3","1","2","2","1","6","3","2","2","2","2","2","1","1",24,"Employed",2
"202655","2","June","English","4","53","2","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","3","3","9","2","9","9","1","1","2","3","2","2","2","3","1","2","2","2","2","9","1","2","1",65,"Employed",9
"202657","2","June","English","4"," 6","2","Female","2","2","1","5","1","1","2","1","2","2","2","1","2","9","9","9","9","9","2","1","1","2","3","2","2","2","2","1","2","2","1","1","2","2","1","4",47,"Unemployed",3
"202657","2","June","English","4"," 6","2","Female","2","2","1","5","1","1","2","1","2","2","2","1","2","9","9","9","9","9","2","1","1","2","3","2","2","2","2","1","2","2","1","1","2","2","1","4",47,"Unemployed",3
"202657","2","June","English","4"," 6","2","Female","2","2","1","5","1","1","2","1","2","2","2","1","2","9","9","9","9","9","2","1","1","2","3","2","2","2","2","1","2","2","1","1","2","2","1","4",47,"Unemployed",3
"202672","2","June","English","4"," 6","2","Male","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","9","9","2","2","1","2","2","3","2","2","2","2","1","3","2","1","2","2","3","1","4",58,"Employed",6
"202672","2","June","English","4"," 6","2","Male","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","9","9","2","2","1","2","2","3","2","2","2","2","1","3","2","1","2","2","3","1","4",58,"Employed",6
"202672","2","June","English","4"," 6","2","Male","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","9","9","2","2","1","2","2","3","2","2","2","2","1","3","2","1","2","2","3","1","4",58,"Employed",6
"202678","2","June","English","4","30","2","Male","2","3","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","3","2","2","1","1","1","2","2","2","6","3","2","1","2","9","2","2","1",19,"Employed",4
"202678","2","June","English","4","30","2","Male","2","3","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","3","2","2","1","1","1","2","2","2","6","3","2","1","2","9","2","2","1",19,"Employed",4
"202678","2","June","English","4","30","2","Male","2","3","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","3","2","2","1","1","1","2","2","2","6","3","2","1","2","9","2","2","1",19,"Employed",4
"202678","2","June","English","4","30","2","Male","2","3","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","3","2","2","1","1","1","2","2","2","6","3","2","1","2","9","2","2","1",19,"Employed",4
"202681","2","June","Spanish","4","49","2","Male","4","2","1","2","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","3","1","2","2","2","6","1","2","1","2","9","2","1","4",30,"Employed",3
"202681","2","June","Spanish","4","49","2","Male","4","2","1","2","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","3","1","2","2","2","6","1","2","1","2","9","2","1","4",30,"Employed",3
"202681","2","June","Spanish","4","49","2","Male","4","2","1","2","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","3","1","2","2","2","6","1","2","1","2","9","2","1","4",30,"Employed",3
"202682","2","June","English","2","46","2","Female","2","2","1","3","2","1","1","1","1","2","1","1","1","2","9","3","3","3","3","2","1","2","3","2","2","2","3","1","2","2","2","2","2","2","2","1",32,"Employed",8
"202682","2","June","English","2","46","2","Female","2","2","1","3","2","1","1","1","1","2","1","1","1","2","9","3","3","3","3","2","1","2","3","2","2","2","3","1","2","2","2","2","2","2","2","1",32,"Employed",8
"202682","2","June","English","2","46","2","Female","2","2","1","3","2","1","1","1","1","2","1","1","1","2","9","3","3","3","3","2","1","2","3","2","2","2","3","1","2","2","2","2","2","2","2","1",32,"Employed",8
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202696","2","June","English","4","32","1","Male","1","2","1","2","1","1","1","1","1","1","2","1","2","2","9","2","9","9","9","1","9","2","3","2","1","2","2","1","2","2","1","2","1","1","2","3",37.2,"Employed",9
"202697","2","June","English","4","49","2","Female","1","3","1","1","1","1","1","2","1","1","2","1","1","2","3","2","9","9","3","1","1","2","3","2","2","2","2","1","2","1","2","2","1","2","2","1",48,"Employed",4
"202697","2","June","English","4","49","2","Female","1","3","1","1","1","1","1","2","1","1","2","1","1","2","3","2","9","9","3","1","1","2","3","2","2","2","2","1","2","1","2","2","1","2","2","1",48,"Employed",4
"202697","2","June","English","4","49","2","Female","1","3","1","1","1","1","1","2","1","1","2","1","1","2","3","2","9","9","3","1","1","2","3","2","2","2","2","1","2","1","2","2","1","2","2","1",48,"Employed",4
"202697","2","June","English","4","49","2","Female","1","3","1","1","1","1","1","2","1","1","2","1","1","2","3","2","9","9","3","1","1","2","3","2","2","2","2","1","2","1","2","2","1","2","2","1",48,"Employed",4
"202698","2","June","English","4"," 6","2","Male","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","3","3","3","2","1","2","2","3","1","2","2","2","6","1","2","3","2","2","3","2","1",36,"Employed",9
"202698","2","June","English","4"," 6","2","Male","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","3","3","3","2","1","2","2","3","1","2","2","2","6","1","2","3","2","2","3","2","1",36,"Employed",9
"202698","2","June","English","4"," 6","2","Male","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","3","3","3","2","1","2","2","3","1","2","2","2","6","1","2","3","2","2","3","2","1",36,"Employed",9
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202700","2","June","English","4"," 6","1","Female","2","3","1","2","1","1","1","1","1","1","1","1","1","1","2","3","1","3","2","2","1","1","3","1","8","2","2","1","2","1","1","2","9","3","2","1",35,"Unemployed",8
"202709","2","June","English","4","35","1","Male","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","3","9","3","3","2","2","2","3","2","2","2","4","1","2","2","3","2","9","2","2","1",61,"Employed",9
"202711","2","June","English","4"," 6","1","Female","1","3","1","1","1","1","1","2","1","1","1","1","2","3","1","2","3","9","2","1","1","2","3","2","2","2","2","1","2","2","1","2","1","2","1","4",22,"Employed",4
"202711","2","June","English","4"," 6","1","Female","1","3","1","1","1","1","1","2","1","1","1","1","2","3","1","2","3","9","2","1","1","2","3","2","2","2","2","1","2","2","1","2","1","2","1","4",22,"Employed",4
"202711","2","June","English","4"," 6","1","Female","1","3","1","1","1","1","1","2","1","1","1","1","2","3","1","2","3","9","2","1","1","2","3","2","2","2","2","1","2","2","1","2","1","2","1","4",22,"Employed",4
"202711","2","June","English","4"," 6","1","Female","1","3","1","1","1","1","1","2","1","1","1","1","2","3","1","2","3","9","2","1","1","2","3","2","2","2","2","1","2","2","1","2","1","2","1","4",22,"Employed",4
"202715","2","June","English","4","41","2","Male","3","3","1","1","1","1","1","2","1","1","1","1","1","3","1","1","3","3","3","1","2","2","3","1","2","2","2","1","3","2","2","2","2","1","2","1",30,"Employed",7
"202715","2","June","English","4","41","2","Male","3","3","1","1","1","1","1","2","1","1","1","1","1","3","1","1","3","3","3","1","2","2","3","1","2","2","2","1","3","2","2","2","2","1","2","1",30,"Employed",7
"202716","2","June","English","4"," 6","2","Male","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","9","3","9","9","2","2","2","3","1","2","2","3","1","2","2","1","2","1","2","2","1",50,"Employed",8
"202716","2","June","English","4"," 6","2","Male","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","9","3","9","9","2","2","2","3","1","2","2","3","1","2","2","1","2","1","2","2","1",50,"Employed",8
"202716","2","June","English","4"," 6","2","Male","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","9","3","9","9","2","2","2","3","1","2","2","3","1","2","2","1","2","1","2","2","1",50,"Employed",8
"202716","2","June","English","4"," 6","2","Male","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","9","3","9","9","2","2","2","3","1","2","2","3","1","2","2","1","2","1","2","2","1",50,"Employed",8
"202716","2","June","English","4"," 6","2","Male","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","9","3","9","9","2","2","2","3","1","2","2","3","1","2","2","1","2","1","2","2","1",50,"Employed",8
"202716","2","June","English","4"," 6","2","Male","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","9","3","9","9","2","2","2","3","1","2","2","3","1","2","2","1","2","1","2","2","1",50,"Employed",8
"202727","2","July","English","4"," 8","1","Female","2","3","1","1","1","1","1","1","1","1","2","1","1","1","3","3","2","3","2","1","2","2","1","1","2","2","2","6","4","2","1","2","1","3","1","4",23,"Employed",7
"202727","2","July","English","4"," 8","1","Female","2","3","1","1","1","1","1","1","1","1","2","1","1","1","3","3","2","3","2","1","2","2","1","1","2","2","2","6","4","2","1","2","1","3","1","4",23,"Employed",7
"202727","2","July","English","4"," 8","1","Female","2","3","1","1","1","1","1","1","1","1","2","1","1","1","3","3","2","3","2","1","2","2","1","1","2","2","2","6","4","2","1","2","1","3","1","4",23,"Employed",7
"202727","2","July","English","4"," 8","1","Female","2","3","1","1","1","1","1","1","1","1","2","1","1","1","3","3","2","3","2","1","2","2","1","1","2","2","2","6","4","2","1","2","1","3","1","4",23,"Employed",7
"202728","2","June","English","4","16","2","Female","2","3","1","2","2","1","1","2","2","1","1","2","1","2","3","2","2","3","2","1","1","2","3","2","2","2","2","1","2","1","1","2","2","2","2","1",33,"Employed",5
"202728","2","June","English","4","16","2","Female","2","3","1","2","2","1","1","2","2","1","1","2","1","2","3","2","2","3","2","1","1","2","3","2","2","2","2","1","2","1","1","2","2","2","2","1",33,"Employed",5
"202728","2","June","English","4","16","2","Female","2","3","1","2","2","1","1","2","2","1","1","2","1","2","3","2","2","3","2","1","1","2","3","2","2","2","2","1","2","1","1","2","2","2","2","1",33,"Employed",5
"202728","2","June","English","4","16","2","Female","2","3","1","2","2","1","1","2","2","1","1","2","1","2","3","2","2","3","2","1","1","2","3","2","2","2","2","1","2","1","1","2","2","2","2","1",33,"Employed",5
"202729","2","June","English","4","41","2","Male","1","2","1","2","1","1","1","1","2","2","1","9","2","3","1","9","9","9","9","9","9","2","3","2","2","2","3","1","2","2","2","2","2","3","2","1",62,"Employed",10
"202732","2","June","English","4"," 6","1","Female","2","2","1","2","1","1","9","1","1","2","2","2","2","2","1","9","3","2","3","1","1","2","2","9","2","2","3","6","3","1","1","2","9","3","1","4",20,"Unemployed",2
"202732","2","June","English","4"," 6","1","Female","2","2","1","2","1","1","9","1","1","2","2","2","2","2","1","9","3","2","3","1","1","2","2","9","2","2","3","6","3","1","1","2","9","3","1","4",20,"Unemployed",2
"202732","2","June","English","4"," 6","1","Female","2","2","1","2","1","1","9","1","1","2","2","2","2","2","1","9","3","2","3","1","1","2","2","9","2","2","3","6","3","1","1","2","9","3","1","4",20,"Unemployed",2
"202735","2","June","English","4"," 6","1","Male","3","2","1","1","1","1","1","2","1","1","2","1","1","2","3","3","2","3","1","1","2","1","3","1","2","2","4","1","3","1","1","2","2","2","1","1",21,"Employed",3
"202735","2","June","English","4"," 6","1","Male","3","2","1","1","1","1","1","2","1","1","2","1","1","2","3","3","2","3","1","1","2","1","3","1","2","2","4","1","3","1","1","2","2","2","1","1",21,"Employed",3
"202735","2","June","English","4"," 6","1","Male","3","2","1","1","1","1","1","2","1","1","2","1","1","2","3","3","2","3","1","1","2","1","3","1","2","2","4","1","3","1","1","2","2","2","1","1",21,"Employed",3
"202735","2","June","English","4"," 6","1","Male","3","2","1","1","1","1","1","2","1","1","2","1","1","2","3","3","2","3","1","1","2","1","3","1","2","2","4","1","3","1","1","2","2","2","1","1",21,"Employed",3
"202735","2","June","English","4"," 6","1","Male","3","2","1","1","1","1","1","2","1","1","2","1","1","2","3","3","2","3","1","1","2","1","3","1","2","2","4","1","3","1","1","2","2","2","1","1",21,"Employed",3
"202735","2","June","English","4"," 6","1","Male","3","2","1","1","1","1","1","2","1","1","2","1","1","2","3","3","2","3","1","1","2","1","3","1","2","2","4","1","3","1","1","2","2","2","1","1",21,"Employed",3
"202736","2","June","English","4"," 6","1","Female","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","3","9","3","9","2","9","2","3","1","2","2","3","1","3","2","2","2","1","1","2","1",65,"Employed",8
"202736","2","June","English","4"," 6","1","Female","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","3","9","3","9","2","9","2","3","1","2","2","3","1","3","2","2","2","1","1","2","1",65,"Employed",8
"202743","2","June","English","2","39","2","Male","1","3","2","6","1","1","1","2","2","1","2","1","1","1","3","3","2","2","3","2","2","1","3","2","2","2","3","6","1","2","1","2","9","3","2","1",25,"Employed",2
"202743","2","June","English","2","39","2","Male","1","3","2","6","1","1","1","2","2","1","2","1","1","1","3","3","2","2","3","2","2","1","3","2","2","2","3","6","1","2","1","2","9","3","2","1",25,"Employed",2
"202743","2","June","English","2","39","2","Male","1","3","2","6","1","1","1","2","2","1","2","1","1","1","3","3","2","2","3","2","2","1","3","2","2","2","3","6","1","2","1","2","9","3","2","1",25,"Employed",2
"202743","2","June","English","2","39","2","Male","1","3","2","6","1","1","1","2","2","1","2","1","1","1","3","3","2","2","3","2","2","1","3","2","2","2","3","6","1","2","1","2","9","3","2","1",25,"Employed",2
"202743","2","June","English","2","39","2","Male","1","3","2","6","1","1","1","2","2","1","2","1","1","1","3","3","2","2","3","2","2","1","3","2","2","2","3","6","1","2","1","2","9","3","2","1",25,"Employed",2
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202754","2","June","English","1","33","2","Female","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","3","2","3","2","2","2","2","3","2","2","2","4","1","2","1","2","2","9","2","2","1",39,"Employed",5
"202758","2","June","English","3","51","2","Male","3","4","1","2","1","1","1","1","1","1","2","1","1","1","2","1","3","3","1","2","2","2","3","1","1","2","1","6","1","2","2","1","2","3","2","1",29,"Employed",3
"202758","2","June","English","3","51","2","Male","3","4","1","2","1","1","1","1","1","1","2","1","1","1","2","1","3","3","1","2","2","2","3","1","1","2","1","6","1","2","2","1","2","3","2","1",29,"Employed",3
"202758","2","June","English","3","51","2","Male","3","4","1","2","1","1","1","1","1","1","2","1","1","1","2","1","3","3","1","2","2","2","3","1","1","2","1","6","1","2","2","1","2","3","2","1",29,"Employed",3
"202758","2","June","English","3","51","2","Male","3","4","1","2","1","1","1","1","1","1","2","1","1","1","2","1","3","3","1","2","2","2","3","1","1","2","1","6","1","2","2","1","2","3","2","1",29,"Employed",3
"202765","2","June","English","2","39","1","Male","1","2","1","1","1","1","1","1","1","1","2","1","2","9","2","2","9","3","2","1","2","2","3","2","2","2","2","9","9","9","2","2","1","1","2","1",33,"Employed",10
"202765","2","June","English","2","39","1","Male","1","2","1","1","1","1","1","1","1","1","2","1","2","9","2","2","9","3","2","1","2","2","3","2","2","2","2","9","9","9","2","2","1","1","2","1",33,"Employed",10
"202775","2","June","English","2","26","1","Male","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","2","1","1","2","2","3","6","3","2","1","2","9","2","2","1",19,"Employed",9
"202775","2","June","English","2","26","1","Male","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","2","1","1","2","2","3","6","3","2","1","2","9","2","2","1",19,"Employed",9
"202775","2","June","English","2","26","1","Male","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","2","1","1","2","2","3","6","3","2","1","2","9","2","2","1",19,"Employed",9
"202775","2","June","English","2","26","1","Male","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","2","1","1","2","2","3","6","3","2","1","2","9","2","2","1",19,"Employed",9
"202775","2","June","English","2","26","1","Male","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","2","1","1","2","2","3","6","3","2","1","2","9","2","2","1",19,"Employed",9
"202775","2","June","English","2","26","1","Male","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","2","1","1","2","2","3","6","3","2","1","2","9","2","2","1",19,"Employed",9
"202780","2","June","English","2","18","1","Female","4","2","1","5","1","1","1","2","2","1","1","1","1","9","3","3","1","9","1","2","1","2","3","2","2","2","1","2","1","2","1","1","1","1","2","1",70,"Unemployed",5
"202780","2","June","English","2","18","1","Female","4","2","1","5","1","1","1","2","2","1","1","1","1","9","3","3","1","9","1","2","1","2","3","2","2","2","1","2","1","2","1","1","1","1","2","1",70,"Unemployed",5
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202782","2","June","English","3","13","1","Female","1","1","1","2","1","1","2","1","1","1","2","1","1","1","3","3","1","3","2","2","2","1","3","2","2","2","2","2","1","2","1","2","2","2","2","2",46,"Employed",10
"202783","2","June","English","1","36","1","Male","1","2","2","6","2","1","2","2","2","1","1","2","1","9","9","1","9","9","9","2","1","2","3","2","2","2","9","2","1","2","1","1","9","9","2","2",61,"Unemployed",10
"202783","2","June","English","1","36","1","Male","1","2","2","6","2","1","2","2","2","1","1","2","1","9","9","1","9","9","9","2","1","2","3","2","2","2","9","2","1","2","1","1","9","9","2","2",61,"Unemployed",10
"202783","2","June","English","1","36","1","Male","1","2","2","6","2","1","2","2","2","1","1","2","1","9","9","1","9","9","9","2","1","2","3","2","2","2","9","2","1","2","1","1","9","9","2","2",61,"Unemployed",10
"202783","2","June","English","1","36","1","Male","1","2","2","6","2","1","2","2","2","1","1","2","1","9","9","1","9","9","9","2","1","2","3","2","2","2","9","2","1","2","1","1","9","9","2","2",61,"Unemployed",10
"202783","2","June","English","1","36","1","Male","1","2","2","6","2","1","2","2","2","1","1","2","1","9","9","1","9","9","9","2","1","2","3","2","2","2","9","2","1","2","1","1","9","9","2","2",61,"Unemployed",10
"202784","2","June","English","1"," 9","2","Male","2","3","1","1","1","1","1","2","1","1","1","1","1","2","1","3","2","2","2","2","2","2","3","1","2","2","2","2","1","2","2","2","1","2","2","1",26,"Employed",6
"202784","2","June","English","1"," 9","2","Male","2","3","1","1","1","1","1","2","1","1","1","1","1","2","1","3","2","2","2","2","2","2","3","1","2","2","2","2","1","2","2","2","1","2","2","1",26,"Employed",6
"202784","2","June","English","1"," 9","2","Male","2","3","1","1","1","1","1","2","1","1","1","1","1","2","1","3","2","2","2","2","2","2","3","1","2","2","2","2","1","2","2","2","1","2","2","1",26,"Employed",6
"202785","2","June","English","3","45","2","Male","2","3","1","2","2","1","1","2","2","1","1","1","2","3","1","1","3","9","3","1","1","2","3","2","2","2","1","6","1","2","1","2","1","1","2","1",32,"Employed",4
"202785","2","June","English","3","45","2","Male","2","3","1","2","2","1","1","2","2","1","1","1","2","3","1","1","3","9","3","1","1","2","3","2","2","2","1","6","1","2","1","2","1","1","2","1",32,"Employed",4
"202785","2","June","English","3","45","2","Male","2","3","1","2","2","1","1","2","2","1","1","1","2","3","1","1","3","9","3","1","1","2","3","2","2","2","1","6","1","2","1","2","1","1","2","1",32,"Employed",4
"202786","2","June","English","4"," 8","2","Male","2","3","1","1","1","1","1","1","1","1","2","1","1","2","2","2","2","3","3","1","2","2","3","1","1","2","3","1","2","1","2","2","9","2","2","1",43,"Employed",9
"202786","2","June","English","4"," 8","2","Male","2","3","1","1","1","1","1","1","1","1","2","1","1","2","2","2","2","3","3","1","2","2","3","1","1","2","3","1","2","1","2","2","9","2","2","1",43,"Employed",9
"202792","2","June","English","3","37","2","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","3","2","9","2","2","2","2","3","2","1","2","4","1","2","2","1","2","1","1","2","1",31,"Employed",1
"202792","2","June","English","3","37","2","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","3","2","9","2","2","2","2","3","2","1","2","4","1","2","2","1","2","1","1","2","1",31,"Employed",1
"202792","2","June","English","3","37","2","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","3","2","9","2","2","2","2","3","2","1","2","4","1","2","2","1","2","1","1","2","1",31,"Employed",1
"202792","2","June","English","3","37","2","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","3","2","9","2","2","2","2","3","2","1","2","4","1","2","2","1","2","1","1","2","1",31,"Employed",1
"202792","2","June","English","3","37","2","Male","2","3","1","2","1","1","1","1","1","1","1","1","1","2","3","3","2","9","2","2","2","2","3","2","1","2","4","1","2","2","1","2","1","1","2","1",31,"Employed",1
"202793","2","June","English","3","12","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","9","2","9","9","1","3","1","1","2","3","2","2","2","2","1","2","1","2","2","2","3","2","1",37,"Employed",4
"202793","2","June","English","3","12","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","9","2","9","9","1","3","1","1","2","3","2","2","2","2","1","2","1","2","2","2","3","2","1",37,"Employed",4
"202793","2","June","English","3","12","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","9","2","9","9","1","3","1","1","2","3","2","2","2","2","1","2","1","2","2","2","3","2","1",37,"Employed",4
"202793","2","June","English","3","12","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","9","2","9","9","1","3","1","1","2","3","2","2","2","2","1","2","1","2","2","2","3","2","1",37,"Employed",4
"202793","2","June","English","3","12","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","9","2","9","9","1","3","1","1","2","3","2","2","2","2","1","2","1","2","2","2","3","2","1",37,"Employed",4
"202793","2","June","English","3","12","1","Male","2","3","1","2","1","1","1","1","1","1","2","1","2","9","2","9","9","1","3","1","1","2","3","2","2","2","2","1","2","1","2","2","2","3","2","1",37,"Employed",4
