"psraid","sample","int_date","lang","usr","cregion","state","form","sex","q1","q3","eminuse","intmob","intfreq","home4nw","bbhome1","bbhome2","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","device1a","smart1","q4","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart3c","bbsmart3d","bbsmart3e","bbsmart3f","bbsmart4","cable1","cable2","cable3a","cable3b","cable3c","act19","act87a","act87b","act137","q5a","q5b","q5c","q5d","q5e","q5f","date1a","date2a","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","game4","emplnw","emptype1","emptype2","emptype3","stud","job1a","job1b","job1c","job1d","job1e","job1f","job2","job3a","job3b","job3c","job3d","job3e","job3f","job3g","job3h","job4","smjob1","smjob2a","smjob2b","smjob2c","smjob2d","smjob2e","smjob3","smjob4a","smjob4b","smjob4c","smjob4d","smjob4e","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","job5a","job5b","job5c","job5d","auto1a","auto1b","auto1c","auto1d","auto1e","auto2","auto3","age","marital","hh1","par","kidage1","kidage2","kidage3","educ2","edinst","disa","party","partyln","ideo","hisp","birth_hisp","race","inc","ql1a","qc1","zipcode","weight","standwt"
200992,2,61915,1,"R",4,15,2,2,4,4,1,1,1,1,2,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,3,3,2,8,1,1,2,1,1,1,NA,1,1,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,4,4,4,4,4,2,3,32,1,2,1,2,2,1,4,2,2,2,NA,2,2,NA,3,4,NA,2,96720,7.16129032258065,2.28641163098979
200997,2,61915,1,"U",2,19,1,1,2,2,2,2,NA,NA,NA,NA,1,1,1,1,1,NA,8,98,2,2,2,2,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,2,2,9,3,9,8,8,9,2,1,NA,4,NA,NA,NA,3,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,63,6,1,2,NA,NA,NA,3,NA,1,2,NA,2,2,NA,2,3,NA,2,52403,1.96774193548387,0.628248240947645
201000,2,61915,1,"R",4,2,2,1,1,2,1,1,2,2,NA,NA,3,3,3,3,3,NA,1,NA,1,2,2,2,1,1,2,2,3,2,1,2,2,2,1,NA,2,1,NA,NA,NA,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,3,1,2,NA,1,4,1,NA,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,NA,1,1,1,2,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,4,4,1,3,41,3,2,2,NA,NA,NA,5,NA,2,3,2,3,2,NA,1,6,NA,2,99801,4.7741935483871,1.52427442065986
201003,2,61915,1,"U",2,46,1,1,3,3,1,1,2,1,2,NA,2,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,NA,1,1,1,1,NA,NA,NA,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,8,2,1,2,1,2,3,1,NA,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,NA,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,4,4,4,4,4,2,2,24,2,3,2,NA,NA,NA,4,4,2,3,2,4,2,NA,1,5,NA,2,57701,6.67741935483871,2.13192435862562
201004,2,62115,1,"U",3,48,2,1,2,1,1,1,3,1,2,NA,1,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,1,2,2,2,2,1,1,1,2,2,2,8,1,1,3,1,8,3,8,8,1,2,2,1,3,2,1,3,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,3,3,4,3,2,1,3,57,1,2,1,0,0,1,8,NA,2,2,NA,3,2,NA,1,9,NA,1,75214,1.67741935483871,0.53555587752914
201005,2,61915,1,"S",4,16,2,1,1,2,1,1,2,1,2,NA,8,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,1,2,2,2,2,1,1,8,8,2,2,8,2,2,8,1,3,3,3,3,8,8,NA,1,1,2,2,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,4,4,4,4,4,4,3,99,1,9,2,NA,NA,NA,6,NA,2,9,9,2,2,NA,1,99,NA,1,99999,1.38709677419355,0.442863514110635
201016,2,61915,1,"U",4,6,1,2,1,2,1,1,3,1,2,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,NA,1,2,1,1,NA,NA,NA,2,2,1,2,1,1,2,2,1,2,1,8,3,2,2,2,3,1,2,2,1,5,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,4,4,4,2,2,2,37,1,2,2,NA,NA,NA,8,NA,2,3,2,5,2,NA,1,4,NA,2,94954,4.67741935483871,1.49337696618703
201019,2,61915,1,"S",4,6,2,1,2,2,1,1,1,1,2,NA,1,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,3,2,3,1,1,2,1,4,NA,NA,NA,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,6,4,2,NA,NA,NA,3,2,2,2,NA,4,2,NA,3,9,NA,1,94587,5.29032258064516,1.68906084451498
201025,2,61915,1,"S",4,41,2,2,2,2,1,1,1,1,2,NA,3,2,3,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,3,2,2,3,3,2,2,2,1,2,2,2,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,4,4,4,4,4,1,3,38,2,2,1,0,0,1,4,NA,2,2,NA,4,2,NA,1,1,NA,2,97303,5.32258064516129,1.69935999600593
201028,2,61915,1,"S",4,32,2,2,2,3,1,1,2,1,2,NA,3,1,1,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,3,1,2,1,3,1,2,NA,4,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,3,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,41,6,1,2,NA,NA,NA,8,3,2,2,NA,4,2,NA,4,7,NA,1,89032,2.12903225806452,0.679743998402371
201032,2,62415,1,"S",1,42,2,1,1,2,1,1,2,2,NA,NA,2,3,3,3,3,NA,1,NA,2,2,2,2,2,2,2,1,NA,2,2,1,2,2,2,NA,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,1,2,1,1,1,2,3,1,1,2,2,8,1,1,NA,1,3,1,NA,3,3,3,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,4,4,4,4,4,2,2,33,1,2,1,2,0,0,1,NA,2,1,NA,1,2,NA,1,6,NA,2,17517,4.25806451612903,1.35948799680474
201035,2,62015,1,"U",1,9,2,2,3,3,1,1,3,1,5,NA,2,1,2,2,2,NA,1,NA,2,9,1,1,8,1,1,2,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,1,9,2,2,2,2,2,2,1,2,2,1,1,9,8,2,2,2,8,1,2,2,2,7,1,NA,2,3,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,9,2,4,4,2,2,2,3,45,6,3,2,NA,NA,NA,4,9,2,4,9,9,1,2,1,4,NA,1,6106,3.96774193548387,1.26679563338624
201037,2,62915,2,"R",3,21,2,1,2,2,2,1,4,2,NA,NA,3,3,3,2,3,NA,2,4,2,2,2,2,NA,2,1,2,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,1,2,1,2,NA,2,2,1,1,2,2,1,2,2,2,8,8,8,8,8,8,8,NA,4,NA,NA,NA,3,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,1,2,9,NA,NA,NA,1,NA,2,3,8,9,1,3,1,98,NA,2,99999,2.09677419354839,0.669444846911425
201041,2,62015,1,"U",1,36,1,1,2,4,1,1,2,1,2,NA,1,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,1,1,1,NA,NA,NA,1,2,1,1,1,1,2,1,1,2,2,1,8,2,3,2,2,1,1,NA,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,4,4,4,4,4,1,4,48,1,2,1,1,0,0,8,NA,2,2,NA,4,1,1,1,9,NA,2,10022,3.67741935483871,1.17410326996773
201044,2,62015,1,"U",3,37,2,2,1,2,1,1,1,1,2,NA,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,NA,1,2,NA,NA,NA,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,8,2,2,2,2,1,3,2,1,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,1,2,4,4,4,4,4,1,3,41,1,2,1,0,2,0,6,3,2,1,NA,2,2,NA,1,9,NA,1,27613,3.32258064516129,1.06081260356734
201062,2,62115,1,"S",4,8,2,2,1,2,1,1,4,1,2,NA,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,2,2,2,1,1,1,2,2,2,2,8,2,1,2,3,1,1,3,8,3,1,1,NA,1,2,1,NA,3,1,1,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,4,4,4,3,1,3,49,3,1,2,NA,NA,NA,6,NA,2,4,1,2,2,NA,1,98,NA,2,80134,2.51612903225806,0.803333816293711
201072,2,62015,1,"R",2,29,1,1,1,2,1,1,1,1,2,NA,2,3,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,1,1,1,NA,NA,NA,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,3,1,NA,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,4,4,4,4,4,1,2,31,6,2,1,1,1,0,6,NA,2,5,1,3,2,NA,4,7,NA,2,65049,2.54838709677419,0.813632967784656
201074,2,62315,1,"S",3,13,2,1,2,2,1,1,1,1,2,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,NA,1,1,NA,NA,NA,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,3,2,3,2,2,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,4,4,4,3,2,2,2,26,1,2,2,NA,NA,NA,4,NA,2,3,2,3,2,NA,4,6,NA,2,30345,7.16129032258065,2.28641163098979
201082,2,62215,1,"U",4,6,2,1,2,3,1,1,2,1,2,NA,1,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,NA,1,1,NA,NA,NA,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,3,1,1,2,1,1,1,2,4,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,3,4,4,4,4,2,1,22,6,3,2,NA,NA,NA,5,NA,2,3,2,3,2,NA,3,98,NA,2,95122,7.16129032258065,2.28641163098979
201083,2,62015,1,"S",4,49,2,2,2,3,1,1,1,2,NA,NA,3,2,1,1,3,NA,1,NA,1,2,1,2,1,1,8,2,1,2,1,1,1,1,1,NA,1,1,NA,NA,NA,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,8,2,8,2,2,NA,1,1,1,NA,3,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,4,4,4,4,4,2,3,18,6,2,2,NA,NA,NA,3,NA,2,1,NA,3,2,NA,1,6,NA,2,84074,4.2258064516129,1.3491888453138
201090,2,62815,1,"U",4,35,2,1,2,3,1,1,2,2,NA,NA,1,1,1,1,1,NA,1,NA,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,NA,2,2,NA,NA,NA,2,2,2,1,1,2,2,1,2,2,2,1,2,2,8,3,8,3,8,8,1,2,NA,1,1,2,5,3,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,3,1,1,1,2,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,3,2,2,2,2,64,3,1,2,NA,NA,NA,8,NA,2,3,1,3,2,NA,1,6,NA,2,87106,1.80645161290323,0.57675248349292
201100,2,62315,1,"S",4,53,1,2,2,2,1,1,2,1,2,NA,3,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,2,2,2,1,NA,NA,NA,2,2,2,2,2,8,2,8,8,8,2,8,8,8,8,8,8,8,1,NA,2,5,2,4,3,1,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,2,4,4,1,4,3,57,1,2,2,NA,NA,NA,5,NA,1,4,9,9,2,NA,1,5,NA,1,98248,2.64516129032258,0.844530422257491
201105,2,62115,2,"S",4,6,1,1,3,2,1,1,1,2,NA,NA,2,2,3,2,3,NA,8,2,1,2,1,1,NA,2,2,2,2,2,2,1,1,1,1,1,NA,2,2,2,1,NA,NA,NA,2,NA,2,2,2,1,1,1,2,1,2,8,1,8,2,2,3,2,1,NA,2,3,1,NA,3,4,2,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,2,4,2,2,2,2,2,2,36,2,3,1,1,0,0,3,NA,2,1,NA,2,1,3,6,2,NA,2,12321,5.35483870967742,1.70965914749687
201109,2,62015,1,"U",4,32,1,1,3,2,1,1,1,1,2,NA,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,1,2,1,NA,NA,NA,2,2,1,2,1,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,1,2,4,3,4,4,4,2,2,27,1,3,2,NA,NA,NA,4,4,2,3,2,4,1,1,1,4,NA,2,89110,4.38709677419355,1.40068460276852
201116,2,62015,1,"U",4,41,1,1,2,2,1,1,2,1,2,NA,1,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,2,NA,2,1,1,1,NA,NA,NA,1,2,1,2,2,1,2,8,8,2,2,1,8,8,1,8,1,2,2,NA,4,NA,NA,NA,3,1,1,1,1,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42,6,1,2,NA,NA,NA,6,NA,2,3,2,4,2,NA,1,6,NA,2,97217,3.41935483870968,1.09171005804017
201120,2,62015,1,"S",4,6,2,1,2,2,1,1,1,1,2,NA,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,8,1,2,2,4,NA,NA,NA,3,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,4,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,6,6,2,NA,NA,NA,6,NA,2,2,NA,5,2,NA,4,7,NA,1,93065,2.93548387096774,0.937222785675996
201128,2,62015,1,"U",1,36,2,1,2,3,1,1,4,2,NA,NA,2,3,1,2,1,NA,1,NA,1,2,2,2,2,2,2,1,NA,1,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,2,1,1,2,2,2,2,1,2,8,1,1,1,1,3,8,8,8,8,3,2,1,2,4,NA,NA,NA,3,3,2,1,3,8,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,1,1,2,NA,NA,NA,98,NA,2,2,NA,3,2,NA,5,3,NA,2,11236,4.74193548387097,1.51397526916892
201132,2,62015,1,"S",1,42,2,1,1,3,1,1,2,1,2,NA,2,3,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,8,3,8,2,1,1,NA,1,5,2,1,3,1,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,4,4,4,4,1,4,62,1,2,2,NA,NA,NA,8,NA,2,3,2,3,2,NA,1,8,NA,1,19522,1.90322580645161,0.607649937965755
201134,2,62415,2,"U",1,36,2,1,2,4,1,1,2,1,1,1,1,1,1,1,1,NA,2,3,1,1,2,1,NA,1,1,9,5,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,1,NA,2,1,2,2,1,1,1,1,1,3,9,8,8,3,3,2,2,2,4,NA,NA,NA,3,3,1,1,9,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,4,4,1,3,0,0,3,NA,2,2,NA,2,1,2,2,2,NA,1,10035,4.54838709677419,1.45218036022325
201143,2,62015,1,"U",2,26,1,2,1,1,1,1,2,1,2,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,1,2,1,1,1,1,2,1,1,2,2,2,2,2,8,8,2,2,2,NA,4,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,39,6,3,2,NA,NA,NA,8,3,2,2,NA,4,2,NA,1,2,NA,1,48105,2.93548387096774,0.937222785675996
201145,2,62015,1,"S",3,48,2,2,2,3,1,1,2,1,2,NA,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,8,2,1,1,NA,1,5,1,NA,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,2,1,4,20,6,2,2,NA,NA,NA,3,NA,2,3,2,4,2,NA,1,2,NA,2,75074,6.45161290322581,2.059830298189
201149,2,62015,1,"S",2,18,2,1,1,3,1,1,1,1,2,NA,3,3,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,3,3,1,8,9,2,2,NA,1,1,1,NA,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,1,47,1,2,1,0,1,1,3,NA,2,2,NA,3,2,NA,2,1,NA,2,47944,3.87096774193548,1.2358981789134
201151,2,62015,1,"S",3,13,1,1,1,2,1,1,2,1,2,NA,1,8,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,2,2,1,NA,NA,NA,2,2,2,2,8,8,8,8,8,8,1,1,3,8,8,8,3,2,2,2,1,3,1,NA,3,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,4,44,5,1,1,0,0,1,4,NA,2,4,8,3,2,NA,1,6,NA,2,30165,5.48387096774194,1.75085575346065
201156,2,62115,1,"U",3,22,1,1,2,2,1,2,2,1,2,NA,3,3,3,8,3,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,NA,2,2,1,1,NA,NA,NA,1,NA,2,2,1,2,2,8,1,1,1,2,3,3,2,8,2,2,2,2,2,1,1,NA,3,8,2,1,2,2,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,3,4,4,3,1,3,57,5,1,2,NA,NA,NA,3,NA,2,5,1,1,2,NA,1,3,NA,2,70506,3.2258064516129,1.0299151490945
201159,2,62115,1,"S",3,48,1,2,1,2,1,1,1,1,2,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,2,1,1,1,NA,NA,NA,2,2,2,2,1,1,2,1,1,2,1,2,8,2,3,2,2,2,1,2,1,3,1,NA,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,1,4,4,4,4,4,1,3,49,1,3,2,NA,NA,NA,4,NA,2,3,9,2,2,NA,1,6,NA,1,75181,4.93548387096774,1.57577017811459
201170,2,62015,1,"U",2,26,2,2,9,4,1,1,2,1,2,NA,1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,3,3,3,8,8,2,2,2,1,1,2,1,3,1,4,4,2,5,2,1,2,2,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,8,4,3,4,3,2,2,41,3,3,2,NA,NA,NA,4,NA,2,3,9,2,2,NA,1,99,NA,1,48708,4.96774193548387,1.58606932960553
201178,2,62015,1,"S",3,1,1,1,1,2,1,1,1,1,2,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,1,8,2,2,3,8,8,2,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,4,4,3,3,3,2,4,50,1,2,1,0,0,1,6,NA,2,1,NA,1,2,NA,1,8,NA,2,36068,2.45161290322581,0.782735513311821
201181,2,62015,1,"S",1,42,2,1,1,3,1,1,1,1,2,NA,2,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,1,2,1,1,1,1,2,2,1,1,1,8,1,2,2,8,8,1,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,1,2,2,2,4,4,2,3,4,45,3,1,1,0,0,2,4,NA,2,1,NA,1,2,NA,1,8,NA,2,18964,7.16129032258065,2.28641163098979
201182,2,62015,1,"S",3,24,1,2,1,3,1,1,1,1,2,NA,3,1,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,2,2,2,2,1,1,2,1,1,2,2,2,3,2,2,3,2,1,2,NA,1,3,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,NA,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,4,4,4,4,4,2,2,32,6,2,1,2,2,1,6,NA,2,2,NA,3,2,NA,2,98,NA,1,20872,1.90322580645161,0.607649937965755
